#
# National Water Information System
# 2025/01/10
#
#
# Date Retrieved: USGS Water Data for the Nation Help System
#
huc_cd	huc_class_cd	huc_nm
12s	15s	64s
020200041105	Other	Sandsea Kill-Mohawk River
020200041106	Other	Headwaters Alplaus Kill
020200041107	Other	Indian Kill-Alplaus Kill
020200041108	Other	Poentic Kill-Mohawk River
020200041109	Other	Stony Creek-Mohawk River
020200041110	Other	Shakers Creek-Mohawk River
02020005	Other	Schoharie
0202000501	Other	East Kill-Schoharie Creek
020200050101	Other	Gooseberry Creek-Schoharie Creek
020200050102	Other	Red Kill-Schoharie Creek
020200050103	Other	East Kill
020200050104	Other	West Kill
020200050105	Other	Little West Kill-Schoharie Creek
0202000502	Other	Batavia Kill-Schoharie Creek
020200050201	Other	Headwaters Batavia Kill
020200050202	Other	Lewis Creek-Batavia Kill
020200050203	Other	Bear Kill
020200050204	Other	Manor Kill
020200050205	Other	Huntersfield Creek-Schoharie Creek
0202000503	Other	West Kill-Schoharie Creek
020200050301	Other	Mine Kill
020200050302	Other	Platter Kill-Schoharie Creek
020200050303	Other	Wharton Hollow Creek
020200050304	Other	Mill Creek-West Kill
020200050305	Other	Cole Brook-Schoharie Creek
0202000504	Other	Panther Creek-Schoharie Creek
020200050401	Other	Keyser Kill
020200050402	Other	Panther Creek
020200050403	Other	Line Creek-Schoharie Creek
020200050404	Other	Little Schoharie Creek
020200050405	Other	Stony Brook-Schoharie Creek
0202000505	Other	Fox Creek
020200050501	Other	Headwaters Fox Creek
020200050502	Other	Switz Kill
020200050503	Other	Beaverdam Creek-Fox Creek
020200050504	Other	Ox Kill-Fox Creek
020200050505	Other	King Creek-Fox Creek
0202000506	Other	Cobleskill Creek
020200050601	Other	Headwaters West Creek
020200050602	Other	West Creek
020200050603	Other	Schenevus Creek
020200050604	Other	Bear Gulch-Cobleskill Creek
020200050605	Other	Punch Kill-Cobelskill Creek
0202000507	Other	Fly Creek-Schoharie Creek
020200050701	Other	Fly Creek
020200050702	Other	Cripplebush Creek-Schoharie Creek
020200050703	Other	Town of Esperance-Schoharie Creek
020200050704	Other	Wilsey Creek-Schoharie CReek
020200050705	Other	Irish Creek-Schoharie Creek
02020006	Other	Middle Hudson
0202000601	Other	Poesten Kill
020200060101	Other	Dyken Pond-Poesten Kill
020200060102	Other	Bonesteel Creek-Poesten Kill
020200060103	Other	Quacken Kill
020200060104	Other	Sweet Milk Creek-Poeston Kill
0202000602	Other	Normans Kill
020200060201	Other	Bonny Brook-Normans Kill
020200060202	Other	Indian House Creek-Normans Kill
020200060203	Other	Black Creek
020200060204	Other	Bozen Kill
020200060205	Other	Hunger Kill-Normans Kill
020200060206	Other	Vly Creek-Normans Kill
0202000603	Other	Wynants Kill-Hudson River
020200060301	Other	Wynants Kill
020200060302	Other	Rensselaer Lake-Hudson River
020200060303	Other	Mill Creek
020200060304	Other	Moordener Kill
020200060305	Other	Papscanee Creek-Hudson River
0202000604	Other	Hannacrois Creek-Hudson River
020200060401	Other	Vloman Kill
020200060402	Other	Onesquethaw Creek
020200060403	Other	Hannacrois Creek
020200060404	Other	Schodack Creek
020200060405	Other	Vlockie Kill-Hudson River
020200060406	Other	Coxsackie Creek
020200060407	Other	Mill Creek-Hudson River
0202000605	Other	Claverack Creek
020200060501	Other	Agawamuck Creek
020200060502	Other	North Creek
020200060503	Other	Hollowville Creek-Claverack Creek
020200060504	Other	Headwaters Taghkanic Creek
020200060505	Other	Loomis Creek-Taghkanic Creek
020200060506	Other	Mud Creek-Claverack Creek
0202000606	Other	Kinderhook Creek
020200060601	Other	West Brook-Kinderhook Creek
020200060602	Other	Black River-Kinderhook Creek
020200060603	Other	Wyomanock Creek
020200060604	Other	Tackawasick Creek-Kinderhook Creek
020200060605	Other	Green Brook-Kinderhook Creek
020200060606	Other	Stony Kill
020200060607	Other	Kline Kill
020200060608	Other	Valatie Kill
020200060609	Other	Stockport Creek-Kinderhook Creek
0202000607	Other	Kaaterskill Creek
020200060701	Other	Stony Brook-Kaaterskill Creek
020200060702	Other	Kiskatom Brook
020200060703	Other	Beaver Kill-Kaaterskill Creek
0202000608	Other	Catskill Creek
020200060801	Other	Lake Creek-Catskill Creek
020200060802	Other	Squirmer Valley-Catskill Creek
020200060803	Other	Tenmile Creek
020200060804	Other	Bowery Creek-Catskill Creek
020200060805	Other	Basic Creek
020200060806	Other	Shingle Kill-Catskill Creek
020200060807	Other	Potic Creek
020200060808	Other	Hans Vosen Kill-Catskill Creek
0202000609	Other	Esopus Creek
020200060901	Other	Birch Creek-Esopus Creek
020200060902	Other	Woodland Creek-Esopus Creek
020200060903	Other	Stony Clove Creek
020200060904	Other	Beaver Kill-Esopus Creek
020200060905	Other	Ashokan Reservoir-Esopus Creek
020200060906	Other	Stony Creek-Esopus Creek
020200060907	Other	Saw Kill
020200060908	Other	Plattekill Creek-Esopus Creek
0202000610	Other	Roeliff Jansen Kill
020200061001	Other	Headwaters Roeliff Jansen Kill
020200061002	Other	Bash Bish Brook
020200061003	Other	Punch Brook-Roeliff Jansen Kill
020200061004	Other	Shekomeko Creek
020200061005	Other	Fall Kill-Roeliff Jansen Kill
020200061006	Other	Klein Kill-Roeliff Jansen Kill
0202000611	Other	Saw Kill-Hudson River
020200061101	Other	Murderers Creek-Hudson River
020200061102	Other	Sawyer Kill-Hudson River
020200061103	Other	Stony Creek
020200061104	Other	Lakes Kill-Saw Kill
020200061105	Other	Mudder Kill-Hudson River
02020007	Other	Rondout
0202000701	Other	Upper Wallkill River
020200070101	Other	Lake Mohawk-Wallkill River
020200070102	Other	Papakating Creek
020200070103	Other	Beaver Run-Wallkill River
020200070104	Other	Quarryville Brook-Wallkill River
0202000702	Other	Middle Wallkill River
020200070201	Other	Upper Wawayanda Creek
020200070202	Other	Lower Wawayanda Creek
020200070203	Other	Upper Pochuck Creek
020200070204	Other	Quaker Creek
020200070205	Other	Indigot Creek
020200070206	Other	Rutgers Creek
020200070207	Other	Lower Pochuck Creek-Wallkill River
0202000703	Other	Shawangunk Kill
020200070301	Other	Headwaters Shawangunk Kill
020200070302	Other	Upper Shawangunk Kill
020200070303	Other	Middle Shawangunk Kill
020200070304	Other	Lower Shawangunk Kill
0202000704	Other	Lower Wallkill River
020200070401	Other	Masonic Creek-Wallkill River
020200070402	Other	Mannayunk Kill-Wallkill River
020200070403	Other	Tin Brook
020200070404	Other	Dwaar Kill
020200070405	Other	Muddy Kill-Wallkill River
020200070406	Other	Kleine Kill-Wallkill River
020200070407	Other	Swarte Kill-Wallkill River
0202000705	Other	Upper Rondout Creek
020200070501	Other	Sugarloaf Brook-Rondout Creek
020200070502	Other	Rondout Reservoir-Rondout Creek
020200070503	Other	Beer Kill
020200070504	Other	Sandburg Creek
020200070505	Other	Vernooy Kill-Rondout Creek
0202000706	Other	Lower Rondout Creek
020200070601	Other	Mill Brook
020200070602	Other	Rochester Creek
020200070603	Other	Peters Kill-Rondout Creek
020200070604	Other	Coxing Kill-Rondout Creek
020200070605	Other	Twaalfskill Brook-Rondout Creek
02020008	Other	Hudson-Wappinger
0202000801	Other	Landsman Kill-Hudson River
020200080101	Other	Landsman Kill
020200080102	Other	Black Creek
020200080103	Other	Crum Elbow Creek
020200080104	Other	Fallsburg Creek-Hudson River
020200080105	Other	Fall Kill
020200080106	Other	Twaalfskill Creek-Hudson River
0202000802	Other	Wappinger Creek
020200080201	Other	Little Wappinger Creek
020200080202	Other	Cold Spring Creek-Wappinger Creek
020200080203	Other	East Branch Wappinger Creek
020200080204	Other	Hunns Lake Creek-Wappinger Creek
020200080205	Other	Great Spring Creek-Wappinger Creek
020200080206	Other	Wappinger Lake-Wappinger Creek
0202000803	Other	Fishkill Creek
020200080301	Other	Whaley Lake Stream
020200080302	Other	Clove Brook-Fishkill Creek
020200080303	Other	Whortlekill Creek-Fishkill Creek
020200080304	Other	Sprout Creek
020200080305	Other	Clove Creek
020200080306	Other	Wiccopee Creek-Fishkill Creek
0202000804	Other	Moodna Creek
020200080401	Other	Black Meadow Creek
020200080402	Other	Otter Kill
020200080403	Other	Cromline Creek
020200080404	Other	Satterly Creek-Moodna Creek
020200080405	Other	Woodbury Creek
020200080406	Other	Silver Stream-Moodna Creek
0202000805	Other	Quassaic Creek-Hudson River
020200080501	Other	Lattintown Creek
020200080502	Other	Quassaic Creek
020200080503	Other	Breakneck Brook-Hudson River
020200080504	Other	Popolopen Creek
020200080505	Other	Foundry Brook-Hudson River
0203	Subregion	Lower Hudson-Long Island
020301	Other	Lower Hudson
02030101	Other	Lower Hudson
0203010101	Other	Peekskill Hollow Creek-Hudson River
020301010101	Other	Peekskill Hollow Creek
020301010102	Other	Annsville Creek
020301010103	Other	Cedar Pond Brook
020301010104	Other	Minisceongo Creek
020301010105	Other	Furnace Brook-Hudson River
0203010102	Other	East Branch Croton River
020301010201	Other	Muddy Brook
020301010202	Other	Upper East Branch Croton River
020301010203	Other	Middle East Branch Croton River
020301010204	Other	Lower East Branch Croton River
020301010205	Other	Middle Branch Croton River
020301010206	Other	West Branch Croton River
0203010103	Other	Croton River
020301010301	Other	Titicus River
020301010302	Other	Plum Brook-Croton River
020301010303	Other	Cross River
020301010304	Other	Stone Hill River
020301010305	Other	Muscoot River
020301010306	Other	Kisco River
020301010307	Other	Bailey Brook-Croton River
0203010104	Other	Saw Mill River-Hudson River
020301010401	Other	Sparta Brook-Hudson River
020301010402	Other	Pocantico River
020301010403	Other	Saw Mill River
020301010404	Other	Sparkill Creek-Hudson River
020301010405	Other	East River-Hudson River
02030102	Other	Bronx
0203010201	Other	Bronx River-East River
020301020101	Other	Kensico Reservoir
020301020102	Other	Upper Bronx River
020301020103	Other	Lower Bronx River
020301020104	Other	Flushing Creek-Flushing Bay
020301020105	Other	Westchester Creek-East River
0203010202	Other	Hutchinson River-Frontal Long Island Sound
020301020201	Other	Hutchinson River-Eastchester Bay
020301020202	Other	Sheldrake River-Mamaroneck River
020301020203	Other	East Creek-Frontal Long Island Sound
02030103	Other	Hackensack-Passaic
0203010301	Other	Wanaque River
020301030101	Other	Upper Wanaque River
020301030102	Other	Ringwood River
020301030103	Other	Lower Wanaque River
0203010302	Other	Ramapo River
020301030201	Other	Upper Ramapo River
020301030202	Other	Stony Brook
020301030203	Other	Mahwah River
020301030204	Other	Middle Ramapo River
020301030205	Other	Lower Ramapo River
0203010303	Other	Whippany River
020301030301	Other	Upper Whippany River
020301030302	Other	Troy Brook
020301030303	Other	Lower Whippany River
0203010304	Other	Rockaway River
020301030401	Other	Upper Rockaway River
020301030402	Other	Beaver Brook
020301030403	Other	Middle Rockaway River
020301030404	Other	Lower Rockaway River
0203010305	Other	Pompton River
020301030501	Other	Upper Pequannock River
020301030502	Other	Lower Pequannock River
020301030503	Other	Morris Canal-Pompton River
0203010306	Other	Upper Passaic River
020301030601	Other	Great Brook-Passaic River
020301030602	Other	Black Brook-Passaic River
020301030603	Other	Dead River
020301030604	Other	Corys Brook-Passaic River
020301030605	Other	Canoe Brook-Passaic River
020301030606	Other	Great Piece Meadows-Passaic River
0203010307	Other	Saddle River
020301030701	Other	Hohokus Brook
020301030702	Other	Upper Saddle River
020301030703	Other	Lower Saddle River
0203010308	Other	Lower Passaic River
020301030801	Other	Preakness Brook-Passaic River
020301030802	Other	Peckman River-Passaic River
020301030803	Other	Weasel Brook-Passaic River
020301030804	Other	Third River-Passaic River
020301030805	Other	Second River-Passaic River
0203010309	Other	Hackensack River
020301030901	Other	Headwaters Hackensack River
020301030902	Other	Pascack Brook
020301030903	Other	Upper Hackensack River
020301030904	Other	Overpeck Creek
020301030905	Other	Middle Hackensack River
020301030906	Other	Lower Hackensack River
02030104	Other	Sandy Hook-Staten Island
0203010401	Other	Rahway River
020301040101	Other	Upper Rahway River
020301040102	Other	Middlesex Reservoir-Robinsons Branch
020301040103	Other	South Branch Rahway River
020301040104	Other	Lower Rahway River
0203010402	Other	Arthur Kill-Upper Bay
020301040201	Other	Woodbridge Creek-Arthur Kill
020301040202	Other	Elizabeth River
020301040203	Other	Newark Bay
020301040204	Other	Morses Creek-Arthur Kill
020301040205	Other	Upper Bay-The Narrows
0203010403	Other	Navesink River-Shrewsbury River
020301040301	Other	Willow Brook-Swimming River Reservoir
020301040302	Other	Swimming River
020301040303	Other	Navesink River
020301040304	Other	Shrewsbury River
0203010404	Other	Raritan Bay-Lower Bay
020301040401	Other	Matawan Creek
020301040402	Other	Compton Creek-Frontal Sandy Hook Bay
020301040403	Other	Waackaack Creek-Frontal Raritan Bay
020301040404	Other	Staten Island East-Raritan Bay
020301040405	Other	Lower Bay
0203010405	Other	Rockaway Inlet-Jamaica Bay
020301040501	Other	Hook Creek-Head of Bay
020301040502	Other	Grassy Bay-Jamaica Bay
020301040503	Other	Island Channel-Jamaica Bay
020301040504	Other	Gerritsen Creek-Rockaway Inlet
020301040505	Other	Town of Coney Island-Frontal Gravesend Bay
02030105	Other	Raritan
0203010501	Other	South Branch Raritan River
020301050101	Other	Drakes Brook
020301050102	Other	Headwaters South Branch Raritan River
020301050103	Other	Spruce Run Reservoir
020301050104	Other	Cakepoulin Creek
020301050105	Other	Upper South Branch Raritan River
020301050106	Other	Upper Neshanic River
020301050107	Other	Lower Neshanic River
020301050108	Other	Middle South Branch Raritan River
020301050109	Other	Lower South Branch Raritan River
0203010502	Other	North Branch Raritan River
020301050201	Other	Upper Lamington River
020301050202	Other	Rockaway Creek
020301050203	Other	Lower Lamington River
020301050204	Other	Upper North Branch Raritan River
020301050205	Other	Middle North Branch Raritan River
020301050206	Other	Lower North Branch Raritan River
0203010503	Other	Millstone River
020301050301	Other	Upper Stony Brook
020301050302	Other	Lower Stony Brook
020301050303	Other	Rocky Brook
020301050304	Other	Bear Brook
020301050305	Other	Cranbury Brook
020301050306	Other	Devils Brook
020301050307	Other	Upper Millstone River
020301050308	Other	Pike Run
020301050309	Other	Beden Brook
020301050310	Other	Sixmile Run
020301050311	Other	Royce Brook
020301050312	Other	Lower Millstone River
0203010504	Other	South River
020301050401	Other	Manalapan Brook
020301050402	Other	McGellairds Brook-Weamaconk Creek
020301050403	Other	Matchaponix Brook
020301050404	Other	Deep Run
020301050405	Other	Tennent Brook-South River
0203010505	Other	Raritan River
020301050501	Other	Peters Brook-Raritan River
