#
# National Water Information System
# 2025/01/10
#
#
# Date Retrieved: USGS Water Data for the Nation Help System
#
huc_cd	huc_class_cd	huc_nm
12s	15s	64s
030201050403	Other	Cape Lookout Shoals-Core Banks
03020106	Cataloging Unit	Bogue-Core Sounds
030202	Other	Neuse
03020201	Other	Upper Neuse
0302020101	Other	Flat River
030202010101	Other	North Flat River
030202010102	Other	South Flat River
030202010103	Other	Deep Creek
030202010104	Other	Lake Michie-Flat River
0302020102	Other	Little River
030202010201	Other	North Fork Little River
030202010202	Other	South Fork Little River
030202010203	Other	Mountain Creek-Little River
0302020103	Other	Eno River
030202010301	Other	Lake Orange-Eno River
030202010302	Other	Sevenmile Creek-Eno River
030202010303	Other	Stony Creek-Eno River
030202010304	Other	Crooked Creek-Eno River
0302020104	Other	Upper Falls Lake
030202010401	Other	Upper Knap of Reeds Creek
030202010402	Other	Lower Knap of Reeds Creek
030202010403	Other	Ellerbe Creek
030202010404	Other	Panther Creek-Neuse River
0302020105	Other	Middle Falls Lake
030202010501	Other	Lodge Creek
030202010502	Other	Lick Creek
030202010503	Other	Beaverdam Creek
030202010504	Other	Little Lick Creek-Neuse River
0302020106	Other	Lower Falls Lake
030202010601	Other	New Light Creek
030202010602	Other	Upper Barton Creek-Neuse River
030202010603	Other	Horse Creek
030202010604	Other	Honeycutt Creek-Neuse River
0302020107	Other	Milburnie Lake-Neuse River
030202010701	Other	Richland Creek
030202010702	Other	Smith Creek
030202010703	Other	Harris Creek
030202010704	Other	Perry Creek-Neuse River
030202010705	Other	Mango Creek-Neuse River
0302020108	Other	Crabtree Creek
030202010801	Other	Upper Crabtree Creek
030202010802	Other	Turkey Creek
030202010803	Other	Middle Crabtree Creek
030202010804	Other	Lower Crabtree Creek
0302020109	Other	Middle Creek
030202010901	Other	UpperMiddle Creek
030202010902	Other	Middle Middle Creek
030202010903	Other	Lower Middle Creek
0302020110	Other	Swift Creek
030202011001	Other	Lake Wheeler-Swift Creek
030202011002	Other	Lake Benson-Swift Creek
030202011003	Other	Whiteoak Creek
030202011004	Other	Mahlers Creek-Swift Creek
030202011005	Other	Little Creek
030202011006	Other	Piney Grove Cemetery-Swift Creek
030202011007	Other	Reed Branch-Swift Creek
0302020111	Other	Walnut Creek-Neuse River
030202011101	Other	Walnut Creek
030202011102	Other	Marks Creek
030202011103	Other	Poplar Creek-Neuse River
030202011104	Other	Mill Creek-Neuse River
030202011105	Other	Buffalo Creek-Neuse River
0302020112	Other	Black Creek
030202011201	Other	Little Black Creek-Black Creek
030202011202	Other	Camp Branch-Black Creek
030202011203	Other	Holts Lake-Black Creek
0302020113	Other	Mill Creek
030202011301	Other	Upper Hannah Creek
030202011302	Other	Lower Hannah Creek
030202011303	Other	Upper Mill Creek
030202011304	Other	Stone Creek
030202011305	Other	Middle Mill Creek
030202011306	Other	Lower Mill Creek
0302020114	Other	Falling Creek
030202011401	Other	Brooks Swamp
030202011402	Other	Thunder Swamp-Thoroughfare Swamp
030202011403	Other	Upper Falling Creek
030202011404	Other	Lower Falling Creek
0302020115	Other	Upper Little River
030202011501	Other	Headwaters Little River
030202011502	Other	Upper Buffalo Creek
030202011503	Other	Cattail Creek-Little River
030202011504	Other	Lower Buffalo Creek
030202011505	Other	Long Branch-Little River
0302020116	Other	Lower Little River
030202011601	Other	Little Buffalo Creek
030202011602	Other	Little Creek-Little River
030202011603	Other	Dennis Branch-Little River
030202011604	Other	Buck Swamp-Little River
0302020117	Other	Moccasin Creek-Neuse River
030202011701	Other	Bawdy Creek
030202011702	Other	Polecat Branch-Neuse River
030202011703	Other	Moccasin Creek
030202011704	Other	Charles Branch-Beaverdam Creek
030202011705	Other	Quaker Neck Lake-Neuse River
03020202	Other	Middle Neuse
0302020201	Other	Walnut Creek-Neuse River
030202020101	Other	Headwaters Stoney Creek
030202020102	Other	Outlet Stoney Creek
030202020103	Other	Seymour Johnson Air Force Base-Neuse River
030202020104	Other	Sleepy Creek
030202020105	Other	Sleepy Creek-Neuse River
030202020106	Other	Lake Wakena-Walnut Creek
030202020107	Other	Walnut Creek-Neuse River
0302020202	Other	Bear Creek-Neuse River
030202020201	Other	West Bear Creek
030202020202	Other	Headwaters Bear Creek
030202020203	Other	Outlet Bear Creek
030202020204	Other	Hardy Mill Run-Neuse River
030202020205	Other	Falling Creek
030202020206	Other	City of Kinston-Neuse River
0302020203	Other	Mosley Creek-Neuse River
030202020301	Other	Headwaters Southwest Creek
030202020302	Other	Outlet Southwest Creek
030202020303	Other	Yadkin Branch-Neuse River
030202020304	Other	Briery Run
030202020305	Other	Stonyton Creek
030202020306	Other	Mosley Creek
030202020307	Other	Mosley Creek-Neuse River
0302020204	Other	Clayroot Swamp-Swift Creek
030202020401	Other	Headwaters Swift Creek
030202020402	Other	Fork Swamp-Swift Creek
030202020403	Other	Creeping Swamp
030202020404	Other	Clayroot Swamp
030202020405	Other	Clayroot Swamp-Swift Creek
0302020205	Other	Swift Creek
030202020501	Other	Palmetto Swamp
030202020502	Other	Mauls Swamp
030202020503	Other	Town of Vanceboro-Swift Creek
030202020504	Other	Headwaters Little Swift Creek
030202020505	Other	Fisher Swamp-Little Swift Creek
030202020506	Other	Swift Creek
0302020206	Other	Hog Island-Neuse River
030202020601	Other	Headwaters Core Creek
030202020602	Other	Outlet Core Creek
030202020603	Other	Halfmoon Creek-Neuse River
030202020604	Other	Pinetree Creek-Neuse River
030202020605	Other	Headwaters Bachelor Creek
030202020606	Other	Outlet Bachelor Creek
030202020607	Other	Hog Island-Neuse River
03020203	Other	Contentnea
0302020301	Other	Buckhorn Reservoir
030202030101	Other	Upper Moccasin Creek
030202030102	Other	Lower Moccasin Creek
030202030103	Other	Upper Turkey Creek
030202030104	Other	Lower Turkey Creek
030202030105	Other	Little Creek-Buckhorn Reservoir
0302020302	Other	Black Creek
030202030201	Other	Great Swamp
030202030202	Other	Aycock Swamp
030202030203	Other	Lee Swamp-Black Creek
0302020303	Other	Toisnot Swamp
030202030301	Other	Upper Toisnot Swamp
030202030302	Other	Whiteoak Swamp
030202030303	Other	Middle Toisnot Swamp
030202030304	Other	Lower Toisnot Swamp
0302020304	Other	Wiggins Mill Reservoir-Contentnea Creek
030202030401	Other	Little Swamp-Contentnea Creek
030202030402	Other	Bloomery Swamp
030202030403	Other	Hominy Swamp
030202030404	Other	City of Wilson-Contentnea Creek
030202030405	Other	Turner Swamp-Contentnea Creek
0302020305	Other	Nahunta Swamp
030202030501	Other	Headwaters Nahunta Swamp
030202030502	Other	The Slough
030202030503	Other	Upper Nahunta Swamp
030202030504	Other	Middle Nahunta Swamp
030202030505	Other	Lower Nahunta Swamp
0302020306	Other	Little Contentnea Creek
030202030601	Other	Jacobs Branch
030202030602	Other	Upper Little Contentnea Creek
030202030603	Other	Middle Swamp
030202030604	Other	Middle Little Contentnea Creek
030202030605	Other	Lower Little Contentnea Creek
0302020307	Other	Contentnea Creek
030202030701	Other	Beaman Run-Contentnea Creek
030202030702	Other	Tyson Marsh-Contentnea Creek
030202030703	Other	Rainbow Creek-Contentnea Creek
030202030704	Other	Wheat Swamp Creek
030202030705	Other	Polecat Branch-Contentnea Creek
030202030706	Other	Eagle Swamp-Contentnea Creek
03020204	Other	Lower Neuse
0302020401	Other	Upper Trent River
030202040101	Other	Headwaters Trent River
030202040102	Other	Headwaters Tuckahoe Swamp
030202040103	Other	Outlet Tuckahoe Swamp
030202040104	Other	Joshua Creek-Trent River
030202040105	Other	Town of Comfort-Trent River
030202040106	Other	Little Chinquapin Branch-Trent River
0302020402	Other	Middle Trent River
030202040201	Other	Chinquapin Branch
030202040202	Other	Rattlesnake Branch-Beaver Creek
030202040203	Other	Health Mill Run-Beaver Creek
030202040204	Other	Town of Trenton-Trent River
030202040205	Other	Beaverdam Creek-Trent River
030202040206	Other	Town of Pollocksville-Trent River
0302020403	Other	Lower Trent River
030202040301	Other	Mill Creek
030202040302	Other	Island Creek-Trent River
030202040303	Other	Headwaters Brice Creek
030202040304	Other	Outlet Brice Creek
030202040305	Other	City of New Bern-Trent River
0302020404	Other	Upper Broad Creek-Neuse River
030202040401	Other	City of New Bern-Neuse River
030202040402	Other	Headwaters Upper Broad Creek
030202040403	Other	Outlet Upper Broad Creek
030202040404	Other	Northwest Creek-Neuse River
0302020405	Other	Cherry Point-Neuse River
030202040501	Other	Goose Creek
030202040502	Other	Cherry Point Marine Corps Air Station-Slocum Creek
030202040503	Other	Beard Creek
030202040504	Other	Cherry Point-Hancock Creek
0302020406	Other	Town of Oriental-Neuse River
030202040601	Other	Dawson Creek
030202040602	Other	Clubfoot Creek
030202040603	Other	Greens Creek
030202040604	Other	Adams Creek
0302020407	Other	Neuse River
030202040701	Other	South River
030202040703	Other	Broad Creek
030202040704	Other	Turnagain Bay-Rattan Bay
0302020408	Other	Jones Bay-Bay River
030202040801	Other	Upper Bay River
030202040802	Other	Middle Bay River
030202040803	Other	Lower Bay River
030202040804	Other	Jones Bay
030202040805	Other	Middle Bay
0302020409	Other	Neuse River-Pamlico Sound
030202040901	Other	West Thorofare Bay-Long Bay
030202040902	Other	Cedar Island-West Bay
030202040903	Other	Portsmouth Island-Pamlico Sound
030202040904	Other	Neuse River-Pamlico Sound
030203	Other	Onslow Bay
03020301	Other	White Oak River
0302030101	Other	Headwaters White Oak River
030203010101	Other	Headwaters White Oak River
030203010102	Other	Town of Maysville-White Oak River
030203010103	Other	Black Swamp Creek
030203010104	Other	Starkys Creek
030203010105	Other	Holston Creek
030203010106	Other	Black Swamp Creek-White Oak River
0302030102	Other	Outlet White Oak River
030203010201	Other	Grants Creek
030203010202	Other	Hunters Creek
030203010203	Other	Mulberry Creek-White Oak River
030203010204	Other	Hadnet Creek
030203010205	Other	Pettiford Creek
030203010206	Other	White Oak River
0302030103	Other	Bogue Banks-Bogue Sound
030203010301	Other	Queen Creek
030203010302	Other	Bear Creek-Bear Inlet
030203010303	Other	Bogue Banks-Bogue Sound
030203010304	Other	Bogue Sound-Bogue Inlet
030203010305	Other	Bogue Banks-Bear Island
0302030104	Other	Newport River
030203010401	Other	Upper Newport River
030203010402	Other	Middle Newport River
030203010403	Other	Black Creek
030203010404	Other	Harlowe Creek
030203010405	Other	Core Creek
030203010406	Other	Newport Marshes-Lower Newport River
0302030105	Other	North River
030203010501	Other	Ward Creek
030203010502	Other	Headwaters North River
030203010503	Other	Outlet North River
0302030106	Other	Oyster Creek-Jarrett Bay
030203010601	Other	Oyster Creek
030203010602	Other	Great Island-Horse Island
030203010603	Other	Smyrna Creek-Jarrett Bay
030203010604	Other	Town of Marshallberg-Great Shoal
0302030107	Other	Bogue Banks-Shackleford Banks
030203010701	Other	Town of Salter Path-Jumping Run
030203010702	Other	Morehead City-Drum Shoals
030203010703	Other	Lighthouse Channel-Back Sound
030203010704	Other	Carrot Island-Beaufort Inlet
030203010705	Other	Bogue Banks-Shackleford Banks
03020302	Other	New River
0302030201	Other	Headwaters New River
030203020101	Other	Town of Richlands-Squires Run
030203020102	Other	Headwaters New River
030203020103	Other	Cowhorn Swamp-New River
030203020104	Other	Blue Creek-New River
030203020105	Other	Wilson Bay-New River
0302030202	Other	New River
030203020201	Other	Wolf Swamp-Northeast Creek
030203020202	Other	Little Northeast Creek
030203020203	Other	Northeast Creek
030203020204	Other	Headwaters Southwest Creek
030203020205	Other	Outlet Southwest Creek
030203020206	Other	Wallace Creek
030203020207	Other	Camp Lejeune-New River
030203020208	Other	Frenchs Creek-New River
030203020209	Other	Stones Creek
030203020210	Other	Everett Creek-New River
0302030203	Other	New River Inlet
030203020301	Other	Ashe Island-Stump Sound
030203020302	Other	Holover Creek-New River Inlet
030203020303	Other	Oceanside Seashore-New River Inlet
0302030204	Other	Topsail Beach
030203020401	Other	Futch Creek-Rich Inlet
030203020402	Other	Virginia Creek
030203020403	Other	Beckys Creek-New Topsail Inlet
030203020404	Other	New Topsail Inlet-Topsail Beach
0302030205	Other	Masonboro Inlet-Mason Inlet
030203020501	Other	Everett Creek-Carolina Beach Inlet
030203020502	Other	Masonboro Inlet-Mason Inlet
030203020503	Other	Wrightsville Beach-Mason Inlet
0303	Subregion	Cape Fear
030300	Other	Cape Fear
03030001	Cataloging Unit	New
03030002	Other	Haw
0303000201	Other	Reedy Fork
030300020101	Other	Headwaters Reedy Fork
030300020102	Other	Reedy Fork-Lake Brandt
030300020103	Other	Reedy Fork-Lake Townsend
030300020104	Other	South Buffalo Creek
030300020105	Other	North Buffalo Creek
030300020106	Other	Buffalo Creek
030300020107	Other	Smith Branch-Reedy Fork
030300020108	Other	City of Ossipee-Reedy Fork
0303000202	Other	Headwaters Haw River
030300020201	Other	Mears Fork-Haw River
030300020202	Other	Upper Troublesome Creek
030300020203	Other	Lower Troublesome Creek
030300020204	Other	Benaja Creek-Haw River
030300020205	Other	Little Troublesome Creek
030300020206	Other	Giles Creek-Haw River
030300020207	Other	Town of Altamahaw-Haw River
0303000203	Other	Big Alamance Creek
030300020301	Other	Upper Big Alamance Creek
030300020302	Other	Upper Little Alamance Creek
030300020303	Other	Lower Little Alamance Creek
030300020304	Other	Middle Big Alamance Creek
030300020305	Other	Back Creek
030300020306	Other	South Prong Stinking Quarter Creek
030300020307	Other	Rock Creek
030300020308	Other	Stinking Quarter Creek
030300020309	Other	Bowden Branch
030300020310	Other	Lower Big Alamance Creek
0303000204	Other	Back Creek-Haw River
030300020401	Other	Stony Creek-Lake Burlington
030300020402	Other	Jordan Creek
030300020403	Other	Stony Creek-Stony Creek Reservoir
030300020404	Other	Travis Creek-Haw River
030300020405	Other	Upper Back Creek
030300020406	Other	Quaker Creek-Quaker Creek Reservoir
030300020407	Other	Lower Back Creek
030300020408	Other	Boyds Creek-Haw River
0303000205	Other	Cane Creek-Haw River
030300020501	Other	Haw Creek
030300020502	Other	Meadow Creek-Haw River
030300020503	Other	Cane Creek
030300020504	Other	Upper Cane Creek
030300020505	Other	Lower Cane Creek
030300020506	Other	Marys Creek-Haw River
030300020507	Other	Collins Creek
030300020508	Other	Terrells Creek
030300020509	Other	Terrells Creek-Haw River
0303000206	Other	B Everett Jordan Lake-New Hope River
030300020601	Other	Headwaters New Hope Creek
030300020602	Other	Third Fork Creek
030300020603	Other	Little Creek
030300020604	Other	New Hope Creek-B Everett Jordan Lake
030300020605	Other	Northeast Creek
030300020606	Other	University Lake
030300020607	Other	Morgan Creek
030300020608	Other	White Oak Creek
030300020609	Other	Beaver Creek
030300020610	Other	New Hope River-B Everett Jordan Lake
0303000207	Other	Roberson Creek-Haw River
030300020701	Other	Dry Creek-Haw River
030300020702	Other	Pokeberry Creek-Haw River
030300020703	Other	Roberson Creek
030300020704	Other	Stinking Creek-Haw River
030300020705	Other	Shaddox Creek-Haw River
03030003	Other	Deep
0303000301	Other	Headwaters Deep River
030300030101	Other	Oak Hollow Lake-Deep River
030300030102	Other	High Point Lake-Deep River
030300030103	Other	Richland Creek
030300030104	Other	Bull Run-Deep River
030300030105	Other	Hickory Creek-Deep River
030300030106	Other	Muddy Creek
030300030107	Other	Polecat Creek
030300030108	Other	Town of Randleman-Deep River
030300030109	Other	Bush Creek
030300030110	Other	Hasketts Creek-Deep River
0303000302	Other	Upper Deep River
030300030201	Other	Upper Sandy Creek
030300030202	Other	Lower Sandy Creek
030300030203	Other	Millstone Creek-Deep River
030300030204	Other	Upper Richland Creek
030300030205	Other	Lower Richland Creek
030300030206	Other	Upper Brush Creek
030300030207	Other	Lower Brush Creek
030300030208	Other	Flat Creek-Deep River
0303000303	Other	Mclendons Creek
030300030301	Other	Upper Mclendons Creek
030300030302	Other	Parkwood Branch-Richland Creek
030300030303	Other	Lower Mclendons Creek
0303000304	Other	Middle Deep River
030300030401	Other	Fork Creek
030300030402	Other	Upper Cabin Creek
030300030403	Other	Lower Cabin Creek
030300030404	Other	Upper Bear Creek
030300030405	Other	Lower Bear Creek
030300030406	Other	Grassy Creek-Deep River
030300030407	Other	Buffalo Creek-Deep River
030300030408	Other	Tysons Creek-Deep River
0303000305	Other	Rocky River
030300030501	Other	North Prong Rocky River-Headwaters Rocky River
030300030502	Other	Lacys Creek-Rocky River
030300030503	Other	Loves Creek-Rocky River
030300030504	Other	Tick Creek-Rocky River
030300030505	Other	Landrum Creek
030300030506	Other	Harlands Creek
030300030507	Other	Headwaters Bear Creek
030300030508	Other	Harts Creek-Bear Creek
030300030509	Other	Rocky River
0303000306	Other	Lower Deep River
030300030601	Other	Big Govenors Creek
030300030602	Other	Indian Creek
030300030603	Other	Pocket Creek
030300030604	Other	Smiths Creek-Deep River
030300030605	Other	Cedar Creek
030300030606	Other	Big Buffalo Creek
030300030607	Other	Georges Creek-Deep River
030300030608	Other	Rocky Branch-Deep River
03030004	Other	Upper Cape Fear
0303000401	Other	Buckhorn Creek-Cape Fear River
030300040101	Other	Lick Creek
030300040102	Other	White Oak Creek
030300040103	Other	Buckhorn Creek
030300040104	Other	Gulf Creek-Cape Fear River
030300040105	Other	Daniels Creek-Cape Fear River
030300040106	Other	Avents Creek-Cape Fear River
0303000402	Other	Upper Little River
030300040201	Other	Headwaters Upper Little River
030300040202	Other	Upper Little River-Lake Trace
030300040203	Other	Barbecue Creek
030300040204	Other	Jones Creek-Upper Little River
030300040205	Other	Walkers Creek-Upper Little River
030300040206	Other	McLean Creek-Upper Little River
0303000403	Other	Headwaters Little River
030300040301	Other	Nicks Creek
030300040302	Other	Thagards Lake-Little River
030300040303	Other	Crystal Lake-Mill Creek
030300040304	Other	James Creek
030300040305	Other	Upper Crane Creek
030300040306	Other	Middle Crane Creek
030300040307	Other	Lower Crane Creek
030300040308	Other	Flat Creek-Little River
0303000404	Other	Outlet Little River
030300040401	Other	Buffalo Creek
030300040402	Other	Deep Creek-Little River
030300040403	Other	Hector Creek-Little River
030300040404	Other	Muddy Creek
030300040405	Other	Tank Creek-Little River
030300040406	Other	Jumping Run Creek
030300040407	Other	Anderson Creek
030300040408	Other	Town of Twin Lakes-Little River
030300040409	Other	Stewarts Creek-Little River
0303000405	Other	Buies Creek-Cape Fear River
030300040501	Other	Neills Creek
030300040502	Other	Hector Creek-Cape Fear River
030300040503	Other	Buies Creek
030300040504	Other	Thorntons Creek
030300040505	Other	Dry Creek-Cape Fear River
030300040506	Other	Juniper Creek-Cape Fear River
0303000406	Other	Rockfish Creek
030300040601	Other	Juniper Creek
030300040602	Other	Headwaters Rockfish Creek
030300040603	Other	Nicholson Creek
030300040604	Other	Upper Rockfish Creek
030300040605	Other	Upper Puppy Creek
030300040606	Other	Lower Puppy Creek
030300040607	Other	Middle Rockfish Creek
030300040608	Other	Bones Creek
030300040609	Other	Beaver Creek
030300040610	Other	Little Rockfish Creek
030300040611	Other	Lower Rockfish Creek
0303000407	Other	Cross Creek-Cape Fear River
030300040701	Other	Town of Wade-Cape Fear River
030300040702	Other	Town of Lane
030300040703	Other	Carvers Creek
030300040704	Other	Cross Creek
030300040705	Other	Headwaters Locks Creek
030300040706	Other	City of Fayetteville-Cape Fear River
030300040707	Other	Locks Creek-Cape Fear River
03030005	Other	Lower Cape Fear
0303000501	Other	Harrison Creek-Cape Fear River
030300050101	Other	Cedar Creek-Cape Fear River
030300050102	Other	Willis Creek-Cape Fear River
030300050103	Other	Harrison Creek
030300050104	Other	Phillips Creek-Cape Fear River
0303000502	Other	Turnbull Creek-Cape Fear River
030300050201	Other	Ellis Creek
030300050202	Other	Browns Creek
030300050203	Other	Upper Turnbull Creek
030300050204	Other	Middle Turnbull Creek
030300050205	Other	Lower Turnbull Creek
030300050206	Other	White Lake-Cape Fear River
0303000503	Other	Livingston Creek
030300050301	Other	Upper Livingston Creek
030300050302	Other	Middle Livingston Creek
030300050303	Other	Lower Livingston Creek
0303000504	Other	Hood Creek-Cape Fear River
030300050401	Other	Hammond Creek
030300050402	Other	Frenchs Creek-Cape Fear River
030300050403	Other	Carvers Creek
030300050404	Other	Weyman Creek
030300050405	Other	Mitchell Landing-Cape Fear River
030300050406	Other	Hood Creek
030300050407	Other	Grist Mill Branch-Cape Fear River
0303000505	Other	Brunswick River-Cape Fear River
030300050501	Other	Indian Creek-Cape Fear River
030300050502	Other	Town of Woodburn-Sturgeon Creek
030300050503	Other	Brunswick River-Cape Fear River
030300050504	Other	Barnards Creek-Cape Fear River
0303000506	Other	Town Creek
030300050601	Other	Upper Town Creek
030300050602	Other	Bell Swamp-Rice Creek
030300050603	Other	Lower Town Creek
0303000507	Other	Liliput Creek-Cape Fear River
030300050701	Other	Liliput Creek
030300050702	Other	Mott Creek-Cape Fear River
030300050703	Other	Orton Creek
030300050704	Other	Town of Kure Beach-Cape Fear River
0303000508	Other	Cape Fear River
030300050801	Other	Walden Creek
030300050802	Other	Jump and Run Creek-Gully Creek
030300050803	Other	Town of Southport-Cape Fear River
030300050804	Other	Frying Pan Shoals-Cape Fear River
03030006	Other	Black
0303000601	Other	Upper South River
030300060101	Other	Upper Black River
030300060102	Other	Lower Black River
030300060103	Other	Upper Mingo Swamp
030300060104	Other	Lower Mingo Swamp
030300060105	Other	Williamson Swamp-South River
030300060106	Other	Big Creek
030300060107	Other	Jones Swamp-South River
0303000602	Other	Lower South River
030300060201	Other	Sandy Creek
030300060202	Other	Big Swamp
030300060203	Other	Gum Swamp-South River
030300060204	Other	Beaver Dam Creek
030300060205	Other	Cypress Creek
030300060206	Other	Peters Creek-South River
030300060207	Other	Smith Mill Pond Run-South River
030300060208	Other	Lake Creek-South River
0303000603	Other	Little Coharie Creek
030300060301	Other	Caesar Swamp-Little Coharie Creek
030300060302	Other	Mill Swamp-Little Coharie Creek
030300060303	Other	Bearskin Swamp
030300060304	Other	Rye Swamp-Little Coharie Creek
030300060305	Other	Rattlesnake Branch-Little Coharie Creek
0303000604	Other	Great Coharie Creek
030300060401	Other	House Pond-Sevenmile Swamp
030300060402	Other	Headwaters Great Coharie Creek
030300060403	Other	Ward Swamp
030300060404	Other	Marsh Swamp-Great Coharie Creek
030300060405	Other	White Oak Swamp-Great Coharie Creek
030300060406	Other	Williams Old Mill Branch-Great Coharie Creek
030300060407	Other	Mill Creek-Great Coharie Creek
030300060408	Other	Turtle Branch-Great Coharie Creek
0303000605	Other	Six Runs Creek
030300060501	Other	Headwaters Six Runs Creek
030300060502	Other	Mill Swamp-Six Runs Creek
030300060503	Other	Tenmile Swamp-Six Runs Creek
030300060504	Other	Turkey Creek-Six Runs Creek
030300060505	Other	Upper Stewarts Creek
030300060506	Other	Lower Stewarts Creek
030300060507	Other	Rowan Branch-Six Runs Creek
030300060508	Other	Crane Creek
030300060509	Other	Quewhiffle Creek-Six Runs Creek
030300060510	Other	Tarkill Branch-Six Runs Creek
0303000606	Other	Colly Creek
030300060601	Other	Upper Colly Creek
030300060602	Other	Middle Colly Creek
030300060603	Other	Lower Colly Creek
0303000607	Other	Moores Creek
030300060701	Other	White Oak Branch
030300060702	Other	Upper Moores Creek
030300060703	Other	Middle Moores Creek
030300060704	Other	Lower Moores Creek
0303000608	Other	Black River
030300060801	Other	Clear Run-Black River
030300060802	Other	Canty Mill Creek-Black River
030300060803	Other	Kings Branch-Black River
030300060804	Other	Colvins Creek
030300060805	Other	Rowan Creek-Black River
030300060806	Other	Lyon Creek
030300060807	Other	Cross Way Creek-Black River
03030007	Other	Northeast Cape Fear
0303000701	Other	Goshen Swamp
030300070101	Other	Upper Goshen Swamp
030300070102	Other	Bear Swamp
030300070103	Other	Nahunga Creek
030300070104	Other	Middle Goshen Swamp
030300070105	Other	Lower Goshen Swamp
0303000702	Other	Headwaters Northeast Cape Fear River
030300070201	Other	Lewis Branch-Northeast Cape Fear River
030300070202	Other	Buck Marsh Branch
030300070203	Other	Polly Run Creek-Northeast Cape Fear River
030300070204	Other	Mathews Creek-Northeast Cape Fear River
030300070205	Other	Burn Coat Creek-Northeast Cape Fear River
030300070206	Other	Dark Branch-Northeast Cape Fear River
0303000703	Other	Limestone Creek-Northeast Cape Fear River
030300070301	Other	Grove Creek
030300070302	Other	Upper Limestone Creek
030300070303	Other	Lower Limestone Creek
030300070304	Other	Headwaters Maxwell Creek
030300070305	Other	Maxwell Creek-Stocking Head Creek
030300070306	Other	Muddy Creek
030300070307	Other	Persimmon Branch-Northeast Cape Fear River
0303000704	Other	Cypress Creek-Northeast Cape Fear River
030300070401	Other	Ninemile Creek
030300070402	Other	Back Swamp
030300070403	Other	Cypress Creek
030300070404	Other	Island Creek
030300070405	Other	Oakie Branch-Northeast Cape Fear River
0303000705	Other	Rockfish Creek
030300070501	Other	Duff Creek
030300070502	Other	Upper Doctors Creek
030300070503	Other	Lower Doctors Creek
030300070504	Other	Upper Rockfish Creek
030300070505	Other	Sills Creek
030300070506	Other	Lower Rockfish Creek
0303000706	Other	Angola Swamp-Northeast Cape Fear River
030300070601	Other	Angola Swamp
030300070602	Other	Headwaters Sandy Run Swamp
030300070603	Other	Shelter Swamp Creek
030300070604	Other	Upper Holly Shelter Creek
030300070605	Other	Angola Creek
030300070606	Other	Upper Shaken Creek
030300070607	Other	Middle Shaken Creek
030300070608	Other	Lower Shaken Creek
030300070609	Other	Lower Holly Shelter Creek
030300070610	Other	Ashes Creek
030300070611	Other	Lewis Creek-Northeast Cape Fear River
0303000707	Other	Long Creek
030300070701	Other	Bee Branch-Cypress Creek
030300070702	Other	Upper Long Creek
030300070703	Other	Rileys Creek
030300070704	Other	Middle Long Creek
030300070705	Other	Lower Long Creek
0303000708	Other	Harrisons Creek-Northeast Cape Fear River
030300070801	Other	Burgaw Creek
030300070802	Other	Pike Creek-Northeast Cape Fear River
030300070803	Other	Trumpeter Swamp
030300070804	Other	Harrisons Creek
030300070805	Other	Island Creek-Northeast Cape Fear River
030300070806	Other	Turkey Creek
030300070807	Other	Prince George Creek-Northeast Cape Fear River
030300070808	Other	Smith Creek
030300070809	Other	Ness Creek-Northeast Cape Fear River
0304	Subregion	Pee Dee
030401	Other	Upper Pee Dee
03040101	Other	Upper Yadkin
0304010101	Other	Headwaters Yadkin River
030401010101	Other	Buffalo Creek
030401010102	Other	Headwaters Yadkin River
030401010103	Other	Kings Creek
030401010104	Other	Elk Creek
030401010105	Other	Laytown Creek-Yadkin River
0304010102	Other	W Kerr Scott Reservoir-Yadkin River
030401010201	Other	Beaver Creek
030401010202	Other	Stony Fork
030401010203	Other	Warrior Creek
030401010204	Other	South Prong Lewis Fork
030401010205	Other	North Prong Lewis Fork
030401010206	Other	Community of Ferguson-W Kerr Scott Reservoir
0304010103	Other	Reddies River-Yadkin River
030401010301	Other	Moravian Creek
030401010302	Other	Town of Wilkesboro-Yadkin River
030401010303	Other	Middle Fork Reddies River-South Fork Reddies River
030401010304	Other	North Fork Reddies River
030401010305	Other	Reddies River
030401010306	Other	Mulberry Creek
030401010307	Other	Cub Creek-Yadkin River
0304010104	Other	Roaring River-Yadkin River
030401010401	Other	Fishing Creek
030401010402	Other	Rock Creek-Yadkin River
030401010403	Other	West Prong Roaring River
030401010404	Other	Middle Prong Roaring River
030401010405	Other	East Prong Roaring River
030401010406	Other	Roaring River
030401010407	Other	Briar Creek-Yadkin River
0304010105	Other	Mitchell River
030401010501	Other	Upper Mitchell River
030401010502	Other	South Fork Mitchell River
030401010503	Other	Snow Creek
030401010504	Other	Lower Mitchell River
0304010106	Other	Elkin Creek-Yadkin River
030401010601	Other	Big Bugaboo Creek
030401010602	Other	Grays Creek-Yadkin River
030401010603	Other	Little Elkin Creek
030401010604	Other	Elkin Creek
030401010605	Other	Swan Creek-Yadkin River
030401010606	Other	Sandyberry Creek-Yadkin River
030401010607	Other	Williams Creek-Yadkin River
0304010107	Other	Fisher River
030401010701	Other	Headwaters Fisher River
030401010702	Other	Upper Fisher River
030401010703	Other	Little Fisher River
030401010704	Other	Middle Fisher River
030401010705	Other	Lower Fisher River
0304010108	Other	Upper Ararat River
030401010801	Other	Headwaters Ararat River
